DJI_0468.JPG	27.9584202222	-82.8322111111
DJI_0476.JPG	27.9583550556	-82.8319950833
DJI_0474.JPG	27.9583561944	-82.8320393056
DJI_0459.JPG	27.9587095833	-82.8323071111
DJI_0388.JPG	27.9583303056	-82.8315183056
DJI_0516.JPG	27.9584949722	-82.83229225
DJI_0546.JPG	27.9587215	-82.83171925
DJI_0545.JPG	27.9586881389	-82.8317034167
DJI_0453.JPG	27.9589996667	-82.8318171944
DJI_0448.JPG	27.9588981944	-82.8321043333
DJI_0472.JPG	27.9583753611	-82.8321293333
DJI_0522.JPG	27.9583610556	-82.8321621667
DJI_0541.JPG	27.9585791111	-82.8316876944
DJI_0473.JPG	27.9583626944	-82.8320833333
DJI_0444.JPG	27.9589004444	-82.831679
DJI_0386.JPG	27.9582228611	-82.8315470556
DJI_0480.JPG	27.9584121111	-82.8318223333
DJI_0531.JPG	27.9583441111	-82.8318785
DJI_0538.JPG	27.9585051667	-82.8317053889
DJI_0478.JPG	27.9583738333	-82.8318974444
DJI_0504.JPG	27.9589015	-82.8320323611
DJI_0431.JPG	27.9587154444	-82.8321534722
DJI_0469.JPG	27.9584202222	-82.8322111111
DJI_0470.JPG	27.9583948056	-82.8321720556
DJI_0519.JPG	27.9584052222	-82.83222575
DJI_0563.JPG	27.9588394722	-82.8321635278
DJI_0425.JPG	27.9587112778	-82.83154625
DJI_0543.JPG	27.9586155278	-82.8316871667
DJI_0424.JPG	27.9587236944	-82.8314588889
DJI_0527.JPG	27.9583211111	-82.83199925
DJI_0430.JPG	27.9587052222	-82.8320888056
DJI_0517.JPG	27.9584641111	-82.8322751944
DJI_0559.JPG	27.9588751389	-82.8320444444
DJI_0537.JPG	27.9584722778	-82.8317213889
DJI_0428.JPG	27.9587033889	-82.8318726389
DJI_0451.JPG	27.9590146667	-82.8319858611
DJI_0390.JPG	27.9583206389	-82.8317058333
DJI_0419.JPG	27.9586118889	-82.8317693333
DJI_0494.JPG	27.9587520278	-82.8317351389
DJI_0434.JPG	27.9588096667	-82.8320263333
DJI_0380.JPG	27.9582396389	-82.8322257778
DJI_0432.JPG	27.9587948333	-82.8321305556
DJI_0394.JPG	27.9583206389	-82.8321380278
DJI_0549.JPG	27.9587854444	-82.8317686111
DJI_0483.JPG	27.9584741111	-82.83175475
DJI_0552.JPG	27.9588358333	-82.83183675
DJI_0508.JPG	27.95886975	-82.8321571111
DJI_0555.JPG	27.9588661944	-82.8319150833
DJI_0524.JPG	27.9583306111	-82.8320818056
DJI_0484.JPG	27.9584741111	-82.83175475
DJI_0493.JPG	27.9587520278	-82.8317351389
DJI_0536.JPG	27.9584383611	-82.83174475
DJI_0422.JPG	27.9586135278	-82.8314546389
DJI_0564.JPG	27.9588174722	-82.8321989167
DJI_0379.JPG	27.9583511389	-82.8322221389
DJI_0540.JPG	27.9585433333	-82.8316933056
DJI_0544.JPG	27.9586527222	-82.8316924167
DJI_0401.JPG	27.9584183889	-82.8317791944
DJI_0562.JPG	27.9588580278	-82.8321208333
DJI_0466.JPG	27.9584815	-82.8322715278
DJI_0487.JPG	27.9585523611	-82.8317138333
DJI_0462.JPG	27.9585934722	-82.8323177222
DJI_0383.JPG	27.9582279722	-82.8318661944
DJI_0395.JPG	27.958324	-82.8322262222
DJI_0427.JPG	27.9587065556	-82.8317537222
DJI_0568.JPG	27.9587616111	-82.83225875
DJI_0490.JPG	27.9586338611	-82.8317016389
DJI_0565.JPG	27.9588174722	-82.8321989167
DJI_0404.JPG	27.95842075	-82.8314871111
DJI_0533.JPG	27.9583813056	-82.8318080833
DJI_0420.JPG	27.9586099722	-82.8316571111
DJI_0566.JPG	27.9587913889	-82.8322307222
DJI_0505.JPG	27.9588958333	-82.8320757778
DJI_0514.JPG	27.9585345278	-82.8323068611
DJI_0547.JPG	27.9587215	-82.83171925
DJI_0557.JPG	27.9588773889	-82.8320000833
DJI_0446.JPG	27.9588995	-82.8318956667
DJI_0396.JPG	27.9583835833	-82.8322161944
DJI_0382.JPG	27.9582254722	-82.8319832222
DJI_0465.JPG	27.9585191944	-82.8322938889
DJI_0411.JPG	27.9585135	-82.8320244167
DJI_0385.JPG	27.9582239444	-82.8316489444
DJI_0454.JPG	27.9589949722	-82.8317027778
DJI_0439.JPG	27.9588039167	-82.8314901111
DJI_0548.JPG	27.9587568889	-82.8317425278
DJI_0441.JPG	27.9588929444	-82.8314100278
DJI_0475.JPG	27.9583550556	-82.8319950833
DJI_0381.JPG	27.958221	-82.8321157778
DJI_0479.JPG	27.9583907222	-82.8318584444
DJI_0463.JPG	27.9585556111	-82.8323089167
DJI_0551.JPG	27.9588116389	-82.83179875
DJI_0529.JPG	27.9583318611	-82.83191725
DJI_0426.JPG	27.9587094722	-82.8316479167
DJI_0554.JPG	27.9588541944	-82.83187675
DJI_0414.JPG	27.9586094722	-82.8321675
DJI_0481.JPG	27.9584121111	-82.8318223333
DJI_0398.JPG	27.9584247222	-82.8320868889
DJI_0429.JPG	27.9587038333	-82.8319811389
DJI_0498.JPG	27.9588443056	-82.83182175
DJI_0507.JPG	27.9588857222	-82.8321181389
